id,name,host_id,host_name,zip_code,neighborhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
l_28608801,"We welcome you back! Near the 
  BRP & Biltmore",h_89847496,Douglas,28805,East Asheville,35.59684,-82.47633,Entire home/apt,165,3,168,2024-09-22,2.06,1,149,5
l_28712523,Downtown Condo • 2BR/2BA • Walk to Dining & Shops,h_62303172,Corey Matthew,28801,Downtown Asheville,35.59255,-82.55669,Entire home/apt,215,2,238,2025-04-27,3,4,347,21
l_28758757,2 bd apt w/ great porch 10 min from town!,h_18919617,Patricia,28804,South Asheville,35.62889,-82.53382,Entire home/apt,170,2,147,2025-06-01,1.81,1,104,16
l_28777663,ShovelheadExpress,h_217059764,Mark,28803,Tuxedo Park,35.52842,-82.51684,Entire home/apt,77,2,78,2025-01-03,0.96,1,321,1
l_28843687,West Asheville Haven,h_6686569,Jaclyn,28806,West Asheville,35.57084,-82.58988,Entire home/apt,,28,0,,,1,263,0
l_28865830,Enchanted 4BR Cabin & Suite| 15mins to Downtwn AVL,h_33151095,Tiffanie,28803,Tuxedo Park,35.51507,-82.48016,Entire home/apt,193,1,149,2025-06-14,1.96,5,348,10
l_28960407,Gorgeous Mountain Views; Asheville luxury escape,h_29763476,Valerie,28804,South Asheville,35.65015,-82.54702,Entire home/apt,174,2,141,2025-04-06,1.75,1,292,2
l_29003338,"""Birds & Bidets"", 10min DT+ Biltmore, Hot Tub, EV",h_161304476,James,28803,Tuxedo Park,35.553367614746094,-82.46253967285156,Entire home/apt,275,2,206,2025-05-27,2.57,1,332,17
l_29026930,🏃‍♂️Walkable West Asheville,h_6997230,John,28806,West Asheville,35.5736,-82.57785,Entire home/apt,83,1,353,2025-05-26,4.38,1,10,16
l_29052301,Five Stars in Five Points,h_218933862,Bronwen,28801,Downtown Asheville,35.60682,-82.55656,Entire home/apt,86,2,192,2025-06-12,2.37,1,332,27
l_29073142,"One Mile To Downtown Asheville, Pet Friendly",h_34480852,Valerie,28804,South Asheville,35.61552,-82.55528,Entire home/apt,94,1,729,2025-06-15,8.98,1,284,126
l_29098489,Blue Ridge Parkway Treehouse,h_27896745,Dixiemarree,28704,South Asheville,35.48498,-82.59512,Entire home/apt,117,2,348,2025-06-01,4.3,1,346,31
l_29125407,Modern Biltmore Village Guest Suite,h_4907157,Heather,28803,Tuxedo Park,35.56391,-82.53956,Entire home/apt,,3,557,2024-06-03,6.85,1,0,0
l_29187033,Cozy Cruise Inn,h_102127332,Julia,28806,West Asheville,35.52033,-82.59962,Entire home/apt,77,3,61,2025-05-11,0.79,4,192,13
l_29204619,The Owl's Nest Studio Apt,h_186982714,Ann,28804,South Asheville,35.65376,-82.57413,Entire home/apt,99,1,494,2025-06-15,6.23,1,215,11
l_29208295,Studio Apartment in West Asheville Private Home,h_38120548,M,28806,West Asheville,35.52447,-82.61417,Private room,61,2,385,2025-06-16,4.74,1,73,46
l_29228806,Modern Mountain Escape | Private Fireplace & Views,h_58459693,Angie,28804,South Asheville,35.63511,-82.53234,Entire home/apt,79,3,143,2025-04-20,2.01,1,169,2
l_29301481,HUGE Dog-Friendly Lodge w/Hot Tub & Games @2698ft,h_134903005,Carolina Mornings,28803,Tuxedo Park,35.48683166503906,-82.50721740722656,Entire home/apt,,1,22,2024-12-26,0.31,46,287,2
l_29358894,"Black Oak by CM | Chef's Kitchen, Fireplace, &Mtns",h_134903005,Carolina Mornings,28804,South Asheville,35.65241622924805,-82.52986145019531,Entire home/apt,279,1,17,2025-02-08,0.22,46,301,3
l_29482441,Deer Run by CM | Outdoor Fire Pit & Chef's Kitchen,h_134903005,Carolina Mornings,28806,West Asheville,35.594810485839844,-82.656951904296875,Entire home/apt,105,2,29,2025-04-23,0.41,46,339,2
l_29491343,Your Asheville Adventure Base,h_26002506,Michelle,28804,South Asheville,35.62871,-82.59972,Entire home/apt,124,2,331,2025-06-09,4.24,4,80,47
l_29495159,Private setting in West Asheville,h_189842536,Zhenya,28806,West Asheville,35.58792,-82.60299,Entire home/apt,,2,94,2025-03-16,1.17,1,0,5
l_29634104,Daylily Delight- Camper on a farm close to town,h_167473,Kelly,28806,West Asheville,35.58689,-82.6376,Entire home/apt,72,2,79,2025-05-07,0.99,1,78,1
l_29657686,Asheville Oasis ~ near Downtown,h_8459564,Rebecca,28804,South Asheville,35.62758,-82.56408,Entire home/apt,,2,75,2024-08-11,0.94,1,0,2
l_29659193,Shelly's Place- walk to Biltmore Village,h_26609357,Shelly,28803,Tuxedo Park,35.56276,-82.53908,Entire home/apt,117,2,246,2025-05-25,3.09,1,130,17
l_29674621,Historic Victorian Home near Aston Park,h_25301216,Rachel,28801,Downtown Asheville,35.59043,-82.56269,Entire home/apt,127,2,358,2025-06-01,4.62,1,228,22
l_29678853,Walk to downtown Asheville from this chic studio!,h_10643735,Carol,28801,Downtown Asheville,35.59799,-82.56062,Entire home/apt,80,30,8,2024-09-10,0.13,2,224,1
l_29732553,Mountain views close to everything in Asheville!,h_108148421,Kate,28803,Tuxedo Park,35.52897,-82.49189,Entire home/apt,495,2,214,2024-08-18,2.69,1,104,6
l_29791163,Modern Round House - Mtn Views - 2 Miles to DT AVL,h_4153533,Robert John,28804,South Asheville,35.62395,-82.5283,Entire home/apt,355,2,226,2025-06-08,2.85,2,239,26
l_29793507,Upstream Bachelorette Oasis - New Wedding Venue,h_108739712,Jay,28806,West Asheville,35.56763,-82.56769,Entire home/apt,950,2,80,2025-04-13,1.09,3,327,5
l_29798879,Asheville Getaway Beautiful Mountain/Valley View,h_189417559,Bethany,28803,Tuxedo Park,35.55564,-82.50147,Entire home/apt,90,2,257,2025-06-15,6.6,3,110,63
l_29852630,Magnolia Mountain by CM | Full Kitchen &Jetted Tub,h_134903005,Carolina Mornings,28804,South Asheville,35.635986328125,-82.49333190917969,Entire home/apt,243,1,78,2024-08-25,1.05,46,348,3
l_29895223,Crows Nest 2.0,h_224796981,Justin,28801,Downtown Asheville,35.59169,-82.54411,Entire home/apt,150,2,76,2024-12-08,0.95,1,344,11
l_29902436,Modern Shipping Container Home,h_41462506,Janine,28803,Tuxedo Park,35.555939,-82.502518,Entire home/apt,,1,413,2025-03-30,5.15,1,77,14
l_30037833,Awesome Mountain Retreat,h_13793793,Doug,28805,East Asheville,35.6042,-82.48529,Entire home/apt,225,2,6,2025-05-01,0.08,1,9,2
l_30043315,West AVL & River Arts Oasis - Private & Walkable,h_8427380,Samantha,28806,West Asheville,35.58318,-82.57022,Entire home/apt,75,1,325,2025-06-10,4.11,1,248,29
l_30050870,The Hill on Lexington Market,h_33042122,John,28801,Downtown Asheville,35.59848,-82.55506,Entire home/apt,101,2,351,2025-06-02,4.45,3,160,26
l_30067056,"Very Close to DT & Biltmore, Fire pit, View",h_122413130,Camille,28803,Tuxedo Park,35.52549,-82.48863,Entire home/apt,250,3,80,2025-05-25,1.03,2,350,14
l_30069015,Boho Bungalow in walkable West AVL,h_1413856,Ryan,28806,West Asheville,35.5759,-82.60137,Entire home/apt,70,1,413,2025-05-23,5.23,1,163,26
l_30103018,"10 MIN to DT, 15 MIN to Biltmore, Fire pit, View",h_122413130,Camille,28803,Tuxedo Park,35.54553,-82.46576,Entire home/apt,360,3,74,2025-01-01,0.93,2,343,3
l_30126158,Bear Crossing—10 minutes to downtown,h_84572152,Diane,28805,East Asheville,35.62087,-82.50444,Entire home/apt,95,2,75,2024-12-30,0.94,1,81,4
l_30174581,"Biltmore Village Apt, close to the Estate entrance",h_157205271,Teri,28803,Tuxedo Park,35.56423,-82.53963,Entire home/apt,140,3,77,2025-01-19,1.02,1,167,3
l_30183789,"Rose Ranch Montford 1, central, private suite",h_156490057,Alicia,28801,Downtown Asheville,35.60286,-82.57105,Private room,53,2,298,2025-05-30,3.76,2,80,29
l_30232435,Luxury Downtown Asheville Loft,h_54403858,Catharine,28801,Downtown Asheville,35.59592,-82.55324,Entire home/apt,996,2,173,2025-06-08,2.48,1,314,16
l_30247995,Private and wooded! Minutes to Downtown Asheville!,h_110864318,Aimee,28806,West Asheville,35.54282,-82.59902,Entire home/apt,104,2,276,2025-06-08,3.5,2,352,21
l_30318362,Furnished Room/Private Bath in Heart of Asheville,h_60348510,Alicia,28803,Tuxedo Park,35.57329,-82.54822,Private room,73,28,4,2023-06-29,0.08,3,48,0
l_30376123,Trendy West Asheville Apt. Walk to breweries!,h_7340570,Carolyn,28806,West Asheville,35.57292,-82.59505,Entire home/apt,,1,98,2024-06-01,2.38,1,0,0
l_30530457,Stylish luxury downtown condo with parking,h_28629826,Ricardo,28801,Downtown Asheville,35.59217,-82.55594,Entire home/apt,173,2,195,2025-04-07,2.45,2,333,17
l_30533902,Carol's Creek House,h_64885918,Carol,28805,East Asheville,35.60068,-82.50211,Entire home/apt,92,1,152,2025-06-14,3.44,1,351,29
l_30558665,Asheville Yoga Training? Here's your spot!,h_2285909,Gretchen,28801,Downtown Asheville,35.60588,-82.55279,Private room,96,1,41,2024-11-11,0.52,3,361,2
l_30686620,Cozy Asheville Getaway Mountain/Valley View,h_189417559,Bethany,28803,Tuxedo Park,35.55626,-82.50089,Entire home/apt,71,2,435,2025-06-16,5.49,3,149,33
l_30766159,Secluded MtnTop Luxe-Spectacular Views-Hotub-FrPit,h_230209704,Zoe,28803,Tuxedo Park,35.50554,-82.48642,Entire home/apt,1083,3,82,2025-05-25,1.1,1,282,8
l_30853857,Blue Ridge Retreat,h_30784787,Emily,28806,West Asheville,35.58482,-82.59815,Entire home/apt,83,1,387,2025-06-16,4.94,1,242,37
l_30913262,Bears' Den on Buffalo Mtn,h_67834194,Nana,28805,East Asheville,35.63224,-82.4646,Entire home/apt,92,1,288,2025-04-22,3.76,1,178,15
l_30914894,"Peaceful, modern retreat with mountain views",h_57783175,Craig,28715,Candler,35.51481,-82.65867,Entire home/apt,,4,154,2025-05-21,1.97,1,0,14
l_31018757,Pink House on Floyd,h_105838974,Leland,28803,Tuxedo Park,35.54917,-82.50287,Entire home/apt,189,2,208,2025-05-07,2.64,5,30,9
l_31087353,Modern Downtown Loft with Amenities,h_75750895,John,28801,Downtown Asheville,35.59539,-82.55404,Entire home/apt,227,2,473,2025-06-04,6.18,1,333,34
l_31186872,WALK to Downtown AVL + River Arts District,h_170251520,Melissa Sue,28801,Downtown Asheville,35.59005,-82.5679,Entire home/apt,96,2,344,2025-06-09,4.68,1,325,38
l_31208516,"Rose Ranch Montford 2, central, private suite",h_156490057,Alicia,28801,Downtown Asheville,35.60299,-82.57122,Private room,59,2,282,2025-05-22,3.65,2,82,35
l_31241544,Cottage Under the Blue Ridge,h_233729575,Becky,28805,East Asheville,35.60663,-82.48641,Entire home/apt,134,2,494,2025-06-03,6.31,2,298,45
l_31260007,South Slope Rooftop Patio,h_167186184,Towns,28801,Downtown Asheville,35.5863748,-82.5534304,Entire home/apt,283,2,166,2025-05-25,2.14,108,342,10
l_31260089,Almost Heaven Mountain Top Cabin-Asheville,h_62122218,Wende,28805,East Asheville,35.65381,-82.47966,Entire home/apt,206,3,95,2025-06-02,1.38,1,187,7
l_31267687,Your Downtown Asheville Pet-Friendly Oasis,h_167186184,Towns,28801,Downtown Asheville,35.59319,-82.55741,Entire home/apt,135,2,202,2025-05-22,2.59,108,348,20
l_31315518,Rare Three Bedroom in Downtown Asheville,h_167186184,Towns,28801,Downtown Asheville,35.59222,-82.55597,Entire home/apt,451,2,92,2025-05-28,1.19,108,324,7
l_31318558,Awesome Fifth Floor Views,h_167186184,Towns,28801,Downtown Asheville,35.59208,-82.55743,Entire home/apt,169,2,178,2025-05-26,2.29,108,346,15
l_31318559,Two Bedroom Downtown with Balcony,h_167186184,Towns,28801,Downtown Asheville,35.5914,-82.5569,Entire home/apt,145,2,86,2025-05-26,1.1,108,339,3
l_31318560,Two Bedroom in Ideal Downtown Location,h_167186184,Towns,28801,Downtown Asheville,35.59302,-82.55586,Entire home/apt,319,2,140,2025-04-27,1.84,108,331,7
l_31318561,Heart of Downtown Sunrise Balcony Pet Friendly,h_167186184,Towns,28801,Downtown Asheville,35.5914,-82.55611,Entire home/apt,210,2,148,2025-01-06,1.93,108,355,9
l_31318562,Balcony Condo in Downtown Asheville,h_167186184,Towns,28801,Downtown Asheville,35.59199,-82.55788,Entire home/apt,212,2,68,2025-05-26,0.87,108,357,3
l_31318564,Three Bedroom Beauty in Central Downtown,h_167186184,Towns,28801,Downtown Asheville,35.59319,-82.55713,Entire home/apt,234,2,88,2025-06-15,1.15,108,351,6
l_31318566,Three Bed Three Bath Central Downtown Condo,h_167186184,Towns,28801,Downtown Asheville,35.59177,-82.55648,Entire home/apt,365,2,142,2025-05-25,1.84,108,323,16
l_31321220,Roomy and Accessible Downtown Balcony Condo,h_167186184,Towns,28801,Downtown Asheville,35.59146,-82.55728,Entire home/apt,182,2,51,2025-04-17,0.66,108,356,4
l_31337044,Newly renovated apartment with private entrance,h_234441008,Angela,28805,East Asheville,35.57986,-82.49822,Entire home/apt,94,2,72,2024-06-17,1.03,1,23,1
l_31380330,Cate's Cottage,h_80338717,Cate,28801,Downtown Asheville,35.60276,-82.56413,Entire home/apt,,30,11,2024-07-31,0.14,1,0,1
l_31407515,The Cherry Cottage - Downtown,h_178317608,Carly,28801,Downtown Asheville,35.59791,-82.55826,Entire home/apt,171,2,471,2025-06-15,6.03,4,307,50
l_31411568,The Cumberland Cottage - Downtown,h_178317608,Carly,28801,Downtown Asheville,35.59808,-82.55833,Entire home/apt,171,2,454,2025-06-02,5.84,4,306,43
l_31412553,Free parking! Fantastic downtown apartment,h_124981316,Lennox,28801,Downtown Asheville,35.59821,-82.55244,Entire home/apt,149,2,138,2025-06-01,2.47,1,355,25
l_31414815,Charming Private Cottage in the Heart of Downtown!,h_2474914,Carlos,28801,Downtown Asheville,35.59164,-82.55304,Entire home/apt,481,2,75,2025-02-17,0.98,1,322,4
l_31460257,Relax in our cozy studio filled with local art,h_3039969,Traci,28804,South Asheville,35.62612,-82.54214,Entire home/apt,119,1,578,2025-06-08,7.57,1,319,45
l_31493518,Cooper Cottage,h_235954974,Rita,28715,Candler,35.52997,-82.66947,Entire home/apt,58,1,390,2025-06-12,5.02,1,165,33
l_31511845,Bent Creek Escape,h_123565952,Mike,28806,West Asheville,35.51006,-82.61382,Private room,78,1,240,2025-05-18,3.08,1,48,30
l_31516196,Emily's Cottage,h_21897312,Frank,28804,South Asheville,35.63084,-82.56269,Entire home/apt,93,28,10,2023-09-30,0.14,1,220,0
l_31519951,Asheville Forest Hideaway| 3BR | 15mins to Downtwn,h_33151095,Tiffanie,28803,Tuxedo Park,35.51486,-82.47865,Entire home/apt,156,1,71,2025-05-24,0.91,5,253,6
l_31565062,{The Caroline} Stylish Dog-Friendly Townhome,h_239199119,Jessica,28804,South Asheville,35.643226623535156,-82.573394775390625,Entire home/apt,303,3,45,2025-05-19,0.59,1,307,4
l_31598200,Lofts of the Mountains ll,h_64331718,Melody,28715,Candler,35.54989,-82.64998,Entire home/apt,125,3,15,2024-04-19,0.29,6,365,0
l_31621623,Asheville 2 Cozy Bungalow. Pets OK!  5 Min To Dwtn,h_107027195,Carl,28804,South Asheville,35.63219,-82.57841,Entire home/apt,137,1,320,2025-06-08,4.11,2,353,27
l_31648019,One Groovy Place~8 miles to downtown ASHE~ Hot Tub,h_65408548,Karl,28704,South Asheville,35.47119,-82.49893,Entire home/apt,92,1,215,2025-05-21,3.22,5,362,19
l_31681780,Spacious Sunset View Condo,h_167186184,Towns,28801,Downtown Asheville,35.59142,-82.55623,Entire home/apt,111,2,136,2025-06-01,1.77,108,347,8
l_31681782,Bring Your Pets to this Spacious Condo,h_167186184,Towns,28801,Downtown Asheville,35.59356,-82.55604,Entire home/apt,144,2,121,2025-05-19,1.56,108,338,9
l_31681784,Downtown Condo with Stunning Mountain Views,h_167186184,Towns,28801,Downtown Asheville,35.59141,-82.55622,Entire home/apt,241,2,123,2025-05-29,1.6,108,355,12
l_31682606,"Asheville View, Comfort, and Convenience",h_161730549,Lawrence,28803,Tuxedo Park,35.58341,-82.54423,Private room,150,2,3,2021-09-05,0.05,1,178,0
l_31693217,Fire Pit | Fenced Yard | Safe | Modern | Inclusive,h_4331962,Shanti Mountain,28806,West Asheville,35.5885,-82.62352,Entire home/apt,66,2,378,2025-06-05,4.89,4,344,41
l_31742907,The Hilltop Hideaway,h_71812166,Heidi & Ricky,28806,West Asheville,35.53092,-82.61955,Entire home/apt,204,3,73,2022-08-08,0.98,7,282,0
l_31801338,Edge of West,h_19655463,Carol,28806,West Asheville,35.62301,-82.6612,Entire home/apt,1720,2,19,2019-10-13,0.25,1,365,0
l_31834926,Tranquility in the Mountains,h_238580484,Kelly,28805,East Asheville,35.6073,-82.48022,Entire home/apt,87,2,287,2025-04-13,3.71,1,261,18
l_31902908,Asheville Orange Oasis,h_15382811,Kim,28805,East Asheville,35.59087,-82.49741,Entire home/apt,69,1,400,2025-06-15,5.21,1,239,63
l_31906884,Mountain Magic,h_239193008,William Randolph,28803,Tuxedo Park,35.51731,-82.46885,Private room,70,7,5,2021-07-25,0.07,1,256,0
l_31922275,Steps from Harrah’s Cherokee Center,h_65951962,Kelly,28801,Downtown Asheville,35.59967,-82.55477,Entire home/apt,146,2,266,2025-06-03,3.45,1,342,15
l_32134137,Spacious Two Bedroom Downtown Balcony Condo,h_167186184,Towns,28801,Downtown Asheville,35.59359,-82.5561,Entire home/apt,261,2,236,2025-05-31,3.11,108,327,34
l_32164395,"Asheville ready for you!
GreatView,Dogs,Duplex A",h_203736164,Lindsay,28805,East Asheville,35.59389,-82.46881,Entire home/apt,125,2,82,2025-02-17,1.08,2,324,6
l_32301460,"King bed, hot tub, fire pit, 11 mi to downtown AVL",h_242474849,Jennifer,28803,Tuxedo Park,35.49485,-82.50265,Entire home/apt,179,100,306,2024-09-29,4,28,351,12
l_32328388,Pet-friendly- Fenced yard- Full Kitchen -UN1,h_16965669,Jesse Jill,28715,Candler,35.56876,-82.65352,Entire home/apt,51,2,163,2025-06-14,2.12,4,266,22
l_32332610,"Pets, fenced yard- Full Kitchen- UN2",h_16965669,Jesse Jill,28715,Candler,35.57019,-82.65401,Entire home/apt,90,1,64,2025-05-06,0.83,4,289,6
l_32415241,Cal’s Cabin,h_84976521,Calvin,28803,Tuxedo Park,35.54612,-82.47943,Entire home/apt,135,2,353,2024-09-22,4.7,1,191,18
l_32424479,Biltmore Village Bungalow in Asheville,h_243522768,David,28803,Tuxedo Park,35.56739807128906,-82.528656005859375,Entire home/apt,99,1,724,2025-06-15,9.78,1,304,80
l_32577436,Explorers Retreat 2 mi to Dwtn + Firepit & Yard,h_7527127,Carlos,28804,South Asheville,35.6244,-82.57792,Entire home/apt,64,1,69,2025-04-28,0.93,3,77,2
l_32607516,Private North Asheville Bungalow No Cleaning fees,h_35672137,Tina Michelle,28804,South Asheville,35.62021,-82.55725,Entire home/apt,141,1,636,2025-06-08,8.3,1,324,42
l_32671236,Asheville Country Cabins - Sunflower,h_245663680,Peter,28803,Tuxedo Park,35.48949,-82.47897,Entire home/apt,,2,68,2025-06-10,0.9,4,290,10
l_32734094,Cabin 2.2 miles from downtown Asheville,h_56257899,Grant,28804,South Asheville,35.62481,-82.53105,Entire home/apt,182,2,79,2025-05-11,1.04,2,323,4
l_32740257,"Modern lux mountain cabin, 3 miles to town/BR Pkwy",h_10965717,Leslie,28804,South Asheville,35.6268,-82.52847,Entire home/apt,198,3,230,2025-05-26,3.11,1,234,25
l_32760750,Asheville 1 Cozy Bungalow. Pets OK! 5 Min To Dwtn,h_107027195,Carl,28804,South Asheville,35.63427,-82.57816,Entire home/apt,151,1,362,2025-06-08,4.79,2,349,37
l_32764991,"Biltmore & more! Private, cozy, modern, yard &deck",h_9525645,Carolyn,28803,Tuxedo Park,35.56347,-82.52089,Entire home/apt,68,1,95,2024-11-10,1.25,1,195,4
l_32792238,Newly Built~Resort Style Amenities~Mins to Dtown,h_245663680,Peter,28803,Tuxedo Park,35.49138,-82.4795,Entire home/apt,312,2,107,2025-05-26,1.4,4,295,25
l_32819433,"Chicken Pie Alley, walkable to downtown",h_13874674,Kelly,28801,Downtown Asheville,35.60131,-82.55859,Entire home/apt,85,2,365,2025-06-09,4.81,1,22,32
l_32832815,"A beautiful, serene, vacation  spot with views",h_246993350,Barry & Sherry,28715,Candler,35.50745,-82.66082,Entire home/apt,95,2,153,2025-04-21,2.07,6,302,23
l_32844335,Bungalow & Suite 2mi to Dwtn lots of Plants & Yard,h_7527127,Carlos,28804,South Asheville,35.62593,-82.57845,Entire home/apt,155,3,17,2024-09-02,0.4,3,58,3
l_32851430,Stylish House By Riverside Park - Entire House!,h_180564557,David,28804,South Asheville,35.63715,-82.59607,Entire home/apt,105,1,457,2025-06-01,6.08,6,356,32
l_32870113,the RUBY ROOST cozy retreat near West Asheville,h_87229450,Tristan,28715,Candler,35.55435,-82.6486,Entire home/apt,,1,280,2024-09-22,3.72,1,0,5
l_32933835,"Cozy mountain retreat close to town, Covered Porch",h_247799171,Brent,28806,West Asheville,35.54731,-82.61464,Entire home/apt,154,2,107,2024-07-28,1.42,2,269,2
l_32939502,Mountain Escape - 10min to DT Asheville,h_6961396,Dani & Devyn,28715,Candler,35.55844,-82.662,Entire home/apt,,3,166,2025-01-21,2.24,1,0,14
l_32942664,"near downtown, pet friendly, fenced yard",h_1482216,Marilyn,28806,West Asheville,35.59706,-82.59498,Entire home/apt,141,2,205,2025-06-15,2.85,1,216,20
l_32980348,"Cozy Front Porch, Fireplace, & Fenced-in Yard",h_248210743,Katie,28803,Tuxedo Park,35.55347,-82.5105,Entire home/apt,,2,126,2025-05-10,1.67,1,164,15
l_32984082,The Suite at Club View (Grove Park Inn),h_248239829,Molly,28804,South Asheville,35.62179,-82.5468,Private room,251,3,84,2024-12-08,1.11,1,179,3
l_33017346,Passive solar house 14 mi from Asheville,h_187626725,Richard,28732,Fletcher,35.44949,-82.48555,Entire home/apt,208,2,308,2025-06-15,4.06,1,294,28
l_33021011,Cozy Cottage Avl,h_248535877,Caleb,28704,South Asheville,35.45553,-82.59396,Entire home/apt,160,1,241,2025-06-02,3.17,1,169,41
l_33069007,"Incredible Views, Luxurious,Magical,Modern ,Serene",h_9710840,Ymerli,28804,South Asheville,35.63224,-82.49847,Entire home/apt,298,2,59,2025-06-01,0.87,1,310,13
l_33099066,Centrally Located RAD Bungalow,h_178081080,Hannah,28806,West Asheville,35.58433,-82.57119,Entire home/apt,172,2,345,2025-04-23,4.57,3,205,21
l_33119826,"OPEN! Hot Tub, Private Pool, King Suites, + more!",h_68296377,Ellen,28732,Fletcher,35.47936,-82.46357,Entire home/apt,,1,6,2019-12-28,0.08,1,365,0
l_33160534,Pet Friendly Central Downtown Condo,h_167186184,Towns,28801,Downtown Asheville,35.59285,-82.5573,Entire home/apt,123,2,158,2025-05-18,2.09,108,347,20
l_33160537,Pet Friendly Downtown Condo,h_167186184,Towns,28801,Downtown Asheville,35.59156,-82.55788,Entire home/apt,148,2,121,2025-04-21,1.6,108,349,19
l_33160539,Condo in the Center of Downtown Asheville,h_167186184,Towns,28801,Downtown Asheville,35.59339,-82.55646,Entire home/apt,123,2,169,2025-05-04,2.24,108,348,16
l_33166216,Cozy Modern Downtown Condo with Balcony,h_167186184,Towns,28801,Downtown Asheville,35.5919,-82.55693,Entire home/apt,106,2,172,2025-05-18,2.27,108,361,13
l_33190964,Cozy Cottage 2.2 miles to downtown Asheville,h_56257899,Grant,28804,South Asheville,35.62557,-82.53031,Entire home/apt,153,2,84,2025-06-01,1.12,2,342,6
l_33191042,Home So Sweet! Add Cottage next door for 4 more,h_19333726,Mary Suzanne,28704,South Asheville,35.48074,-82.51687,Entire home/apt,,3,10,2021-10-31,0.14,2,364,0
l_33217597,"New Belgium Lower Level Duplex,  Heard of the RAD",h_178081080,Hannah,28806,West Asheville,35.58456,-82.57063,Entire home/apt,109,2,282,2025-06-02,3.78,3,225,35
l_33274843,Cozy Log Cabin Suite in Asheville,h_173882465,Timm,28804,South Asheville,35.64024,-82.60454,Entire home/apt,61,2,165,2025-06-15,3.12,1,21,27
l_33296597,Vast Sky Mountain View Asheville Studio,h_250779876,Joseph And Kelsey,28804,South Asheville,35.62268,-82.55918,Entire home/apt,93,1,334,2025-03-16,4.53,1,152,5
l_33362049,"Modern Luxury in RAD, Stylish Balcony",h_178081080,Hannah,28801,Downtown Asheville,35.58649,-82.56902,Entire home/apt,125,2,336,2025-06-01,4.48,3,337,35
l_33365046,Downtown & RAD within walking distance!,h_96177754,Blair,28801,Downtown Asheville,35.5906,-82.56554,Entire home/apt,,2,173,2024-09-01,2.4,1,0,5
l_33521140,Wizards Hollow - Earth & Sky Dwellings,h_8966582,Caroline And Mike,28804,South Asheville,35.62987,-82.55082,Entire home/apt,397,1,453,2025-05-26,8.35,2,137,42
l_33522770,East West Nest ~ Walkable ~ Private ~ Stylish,h_3459413,Sara,28806,West Asheville,35.58507,-82.57702,Entire home/apt,,2,414,2025-06-09,5.71,1,329,56
l_33550216,The Aerie - Earth & Sky Dwellings,h_8966582,Caroline And Mike,28804,South Asheville,35.63115,-82.55078,Entire home/apt,336,1,350,2025-06-06,6.29,2,192,27
l_33658927,45 Asheland. New downtown luxury condo. #304,h_84150222,Mary Vivian,28801,Downtown Asheville,35.59181,-82.55584,Entire home/apt,352,1,122,2025-06-15,1.78,4,347,12
l_33665924,Mountain View Tiny house with Hot Tub & Firepit,h_15788000,Lisa,28715,Candler,35.50773,-82.65907,Entire home/apt,113,1,469,2025-05-26,6.31,5,176,49
l_33666340,Mountain Cottage and Tiny House with hot tub,h_15788000,Lisa,28715,Candler,35.5087,-82.6593,Entire home/apt,405,2,20,2024-03-25,0.28,5,167,0
l_33776051,Quiet Refuge Close to Downtown,h_25499692,Stephanie,28803,Tuxedo Park,35.58007,-82.53478,Entire home/apt,51,30,26,2025-05-31,0.38,1,192,3
l_33798638,Entire Guest Suite Near Asheville,h_17125490,Jonathan,28704,South Asheville,35.47596,-82.51566,Entire home/apt,76,1,108,2025-06-01,3.7,1,351,29
l_34087565,{The Josephine} Summer Ready with Stunning Views,h_257415557,Jessica,28804,South Asheville,35.63216,-82.55248,Entire home/apt,293,3,67,2024-10-01,0.9,2,283,2
l_34095689,Charming House By Riverside Park - Entire House!,h_180564557,David,28804,South Asheville,35.63647,-82.59527,Entire home/apt,163,1,562,2025-06-01,7.56,6,237,67
l_34148130,The Magic Bullet @Baying Hound Campground,h_151279507,Amanda Elizabeth,28806,West Asheville,35.6135,-82.6048,Private room,,1,123,2025-05-25,1.65,19,178,2
l_34152268,Car Spot at The Baying Hound Campground,h_151279507,Amanda Elizabeth,28806,West Asheville,35.61218,-82.60322,Entire home/apt,21,1,122,2025-05-30,1.64,19,180,12
l_34207606,In east Asheville and close to so much more!,h_173098107,Stephen Paul,28805,East Asheville,35.58177,-82.47942,Private room,49,2,88,2025-01-27,1.22,2,159,2
l_34441430,Modern Mountaintop Cottage in Asheville,h_96187307,Yonder,28804,South Asheville,35.6260354,-82.5214627,Entire home/apt,190,2,51,2025-05-26,0.7,50,363,4
l_34479644,Peaceful Retreat - Close to Biltmore Estate,h_60274263,Melissa,28803,Tuxedo Park,35.54793,-82.51259,Entire home/apt,101,2,85,2023-10-29,1.17,1,87,0
l_34541887,The Mountain Creek Big House,h_158630516,Portia,28806,West Asheville,35.5111,-82.61873,Entire home/apt,152,2,179,2025-06-09,2.43,1,171,14
l_34670804,TwinStar In Central Downtown,h_118878640,Crystal,28801,Downtown Asheville,35.59508,-82.55108,Entire home/apt,521,2,64,2025-05-25,0.89,2,337,7
