id,name,host_id,host_name,zip_code,neighborhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
l_155305,Cottage! BonPaul + Sharky's Hostel,h_746673,BonPaul,28806,West Asheville,35.57864,-82.59578,Entire home/apt,95,1,454,2025-06-14,2.69,8,162,16
l_197263,Tranquil Room & Private Bath,h_961396,Timothy,28806,West Asheville,35.57735,-82.63804,Private room,44,2,87,2024-09-08,0.56,2,73,5
l_209068,Terrace Cottage,h_1029919,Kevin,28804,South Asheville,35.61764144897461,-82.55181884765625,Entire home/apt,90,30,67,2025-05-03,0.4,1,268,2
l_246315,Asheville Dreamer's Cabin,h_1292070,Annie,28805,East Asheville,35.59615,-82.50635,Private room,61,7,53,2019-10-30,0.32,3,62,0
l_314540,Asheville Urban Farmhouse Entire Home 4.6 mi to DT,h_381660,Tom,28806,West Asheville,35.58561,-82.62731,Entire home/apt,200,1,35,2025-06-13,0.22,1,139,11
l_427497,Luxurious Mountain Guest Suite Apartment,h_1909922,Milan,28803,Tuxedo Park,35.49088,-82.48602,Entire home/apt,148,2,47,2023-09-04,0.31,1,362,0
l_436476,"8 min Walk to DT AVL! Hip, Chic % Sparkling CLEAN",h_478398,Heidi,28801,Downtown Asheville,35.60153,-82.5604,Entire home/apt,,2,410,2024-06-26,2.58,3,0,1
l_483384,"Romantic, Moroccan-Influenced Cottage",h_467421,Camille,28806,West Asheville,35.56921,-82.57349,Entire home/apt,107,1,820,2025-06-14,6.28,2,293,44
l_483396,Frida Inspired Home,h_467421,Camille,28806,West Asheville,35.57039,-82.57359,Entire home/apt,143,2,70,2015-10-03,0.44,2,224,0
l_621243,"The Birdhouse
Sweet suite! Downtown Roof top deck!",h_3079174,Molly,28801,Downtown Asheville,35.60415,-82.54893,Entire home/apt,143,30,146,2024-08-21,1.66,1,256,4
l_660702,Cozy Asheville Retreat,h_3335271,Brady,28804,South Asheville,35.621288,-82.553017,Entire home/apt,77,1,823,2025-06-01,7.24,1,353,42
l_674894,Lovely mountain home with a view!,h_614610,Linda,28805,East Asheville,35.62277,-82.50258,Private room,52,2,257,2024-05-27,1.74,2,351,0
l_723349,#2 Blue Ridge Room at Oakland Cottage B&B,h_3736218,Mary,28801,Downtown Asheville,35.57468,-82.55705,Private room,211,2,14,2022-11-27,0.11,7,179,0
l_815068,"Lovely cottage 10 minutes north, quiet.",h_1111171,Thomas,28804,South Asheville,35.64371,-82.52456,Entire home/apt,73,30,313,2025-03-31,2.06,1,205,1
l_840696,❤VIEWS! Luxury home near DOWNTOWN close 2 Biltmore,h_4390477,Michael,28801,Downtown Asheville,35.58371,-82.56111,Entire home/apt,218,2,600,2025-06-10,3.96,1,355,12
l_846221,Town and Mountain Peaceful Retreat,h_4418555,Bart,28804,South Asheville,35.643550872802734,-82.51139831542969,Entire home/apt,168,2,125,2024-07-28,0.84,1,140,1
l_875735,Asheville artist  bungalow. 3 minutes to downtown,h_4632589,Jason,28805,East Asheville,35.58513,-82.50484,Private room,51,2,223,2025-05-27,1.54,1,357,11
l_881707,West A'ville sanctuary in the trees,h_4664726,Maria,28806,West Asheville,35.56754,-82.59657,Entire home/apt,86,2,1096,2025-06-16,7.69,3,330,70
l_942934,"""ZenShe"" ... Very Clean, Quiet and Convenient",h_5100332,Pat,28806,West Asheville,35.57244,-82.58949,Private room,66,2,697,2025-06-02,4.67,1,171,27
l_943832,"Asheville Historic Cottage, Walk To Town",h_5107042,Terri,28806,West Asheville,35.60991,-82.57838,Entire home/apt,193,3,157,2023-05-07,1.07,2,365,0
l_976034,Urban Peace 5 ml from Downtown AVL,h_5340154,Ar,28803,Tuxedo Park,35.55542,-82.48316,Entire home/apt,127,2,173,2024-09-01,1.16,1,170,2
l_977054,The Cottage In Asheville,h_4302936,Anne,28804,South Asheville,35.61467361450195,-82.556610107421875,Entire home/apt,98,30,81,2023-10-31,0.55,1,318,0
l_1039028,The Cottage on Parkway Loop,h_4143638,Maryfrances,28803,Tuxedo Park,35.55197,-82.49282,Entire home/apt,105,2,309,2024-12-26,2.12,2,5,15
l_1066156,Lucky W Cottage- #1 Host in US,h_4834939,Jessica,28804,South Asheville,35.64745,-82.51644,Entire home/apt,144,2,764,2025-06-16,5.16,2,296,37
l_1127777,W Asheville Modern Meets Zen (No Cleaning Fees),h_6187751,Hun,28806,West Asheville,35.57436,-82.59227,Private room,88,2,330,2025-05-26,2.26,1,157,1
l_1297717,"Lovely, peaceful mountain retreat",h_614610,Linda,28805,East Asheville,35.62266,-82.50397,Entire home/apt,64,2,101,2023-02-25,0.7,2,290,0
l_1312301,Mid Century Modern Basement Apt..,h_7130739,Marta,28805,East Asheville,35.58235,-82.49974,Entire home/apt,74,2,97,2024-09-30,0.67,1,338,2
l_1332684,Sweet Studio - Walk West Asheville,h_2799158,Kari,28806,West Asheville,35.58182,-82.59267,Entire home/apt,53,30,512,2024-11-22,3.55,1,93,4
l_1392363,Explorers Retreat 2mi from Downtown Lots of Plants,h_7527127,Carlos,28804,South Asheville,35.62642,-82.57905,Entire home/apt,92,1,115,2025-06-09,1.38,3,50,7
l_1393012,HUGE SUITE (king bed) & huge bath-PRIVATE ACCESS,h_7523601,Karen,28704,South Asheville,35.46248,-82.53867,Private room,70,1,147,2025-06-01,1.04,1,79,7
l_1421061,Garden studio next to downtown Asheville,h_483350,Emilio Janusz,28803,Tuxedo Park,35.57776,-82.5369,Entire home/apt,120,2,145,2023-11-12,1,1,320,0
l_1475299,"Comfy,  chic spotless.  Your home in Asheville",h_1566145,Gayle,28804,South Asheville,35.64446,-82.52653,Entire home/apt,140,2,36,2025-03-09,0.25,2,327,4
l_1569954,Charming cottage bordered by stream,h_8348149,Deborah,28801,Downtown Asheville,35.61185,-82.55216,Private room,150,30,38,2015-11-02,0.27,1,364,0
l_1571095,Perfectly Located Studio Apartment In Asheville,h_8345942,Sherry,28803,Tuxedo Park,35.57388,-82.5385,Entire home/apt,87,2,138,2024-07-22,1.33,1,75,3
l_1574329,#7 Rose Room - Oakland Cottage B&B,h_3736218,Mary,28801,Downtown Asheville,35.57478,-82.55719,Private room,162,2,5,2021-06-29,0.04,7,173,0
l_1586906,"Hidden treasure near Downtown, UNCA",h_5601328,Mary Stewart Haynes,28801,Downtown Asheville,35.60852,-82.56335,Private room,90,2,317,2025-06-01,2.22,1,305,14
l_1684109,10 Minutes to Downtown  Epic Views!,h_4117051,Mary,28805,East Asheville,35.60792,-82.48789,Entire home/apt,256,3,183,2025-05-11,1.29,3,331,10
l_1728187,Peace and Quiet in town Pets welcome,h_320564,Lisa,28801,Downtown Asheville,35.60644,-82.55594,Entire home/apt,,3,59,2024-11-09,0.44,1,194,2
l_1768955,Furnished Apartment Walk to Downtown,h_12874214,David,28801,Downtown Asheville,35.60368,-82.55647,Entire home/apt,76,2,204,2025-06-15,1.43,2,341,30
l_1851921,"Guest suite - private entrance, hot tub, walkable",h_1816805,Audrey,28801,Downtown Asheville,35.59467,-82.54444,Entire home/apt,,3,45,2024-02-19,0.43,1,0,0
l_1879067,West Asheville - Canie Creek Getaway,h_313613,Alyson,28806,West Asheville,35.56772,-82.61632,Entire home/apt,81,2,112,2024-12-30,2.29,1,101,8
l_2072026,"The Tree House Studio, Mins to Dwntwn. Pets!",h_8533528,Susan,28804,South Asheville,35.63821,-82.54841,Entire home/apt,82,2,434,2025-06-12,3.15,1,155,16
l_2254521,The Mimosa Room/private entrance/private bath.,h_546222,Martha,28806,West Asheville,35.56766,-82.56802,Private room,60,28,36,2021-08-31,0.26,1,364,0
l_2296152,"Victorian Cottage Downtown - ""Green Room Aerie”",h_7535860,Rita,28801,Downtown Asheville,35.60388,-82.56129,Private room,68,1,1136,2025-06-01,8.23,2,326,74
l_2326086,Downtown Artist Loft,h_2307713,Krista,28801,Downtown Asheville,35.59541,-82.55329,Entire home/apt,99,1,908,2025-06-15,6.57,2,204,79
l_2411109,"Victorian Cottage Downtown - ""Blue Room""",h_7535860,Rita,28801,Downtown Asheville,35.60113,-82.55785,Private room,79,1,1253,2025-06-15,9.16,2,326,74
l_2454666,"The Hideaway, W. Asheville.  2 BR Perfect Location",h_10240937,Joe,28806,West Asheville,35.57881,-82.58688,Entire home/apt,149,2,378,2025-06-01,2.76,1,255,21
l_2477628,"Modern Cottage on Chicken Hill, near downtown",h_8035294,Alicia,28801,Downtown Asheville,35.58924,-82.56835,Entire home/apt,171,90,198,2025-03-30,1.45,2,274,2
l_2569529,Downtown Asheville 2 bed/2bath unit for rent,h_8671251,Heather,28801,Downtown Asheville,35.6011,-82.55586,Entire home/apt,,180,10,2016-07-04,0.07,1,365,0
l_2925486,Unique 1-bdrm apt big yard-near Downtown-pets ok,h_14937363,Melanie,28805,East Asheville,35.58627,-82.502440000000007,Entire home/apt,117,1,371,2024-09-03,2.74,1,290,1
l_3040444,Private Suite Walk to Downtown,h_12874214,David,28801,Downtown Asheville,35.60329,-82.55617,Entire home/apt,75,2,711,2025-06-08,5.29,2,354,32
l_3084395,Asheville Modern Tree Top Bungalow w/ fire table!,h_15694798,Josh,28804,South Asheville,35.62443,-82.52845,Entire home/apt,104,1,365,2025-05-19,2.71,1,328,21
l_3220474,Guest Room: Mountainside Private Room & Pvt. Bath,h_16296123,Laura Allison,28803,Tuxedo Park,35.49167,-82.51505,Private room,44,1,956,2025-05-24,7.15,3,77,46
l_3225871,Little forest 5 mins from airport,h_16293519,Chun,28732,Fletcher,35.44101,-82.50573,Entire home/apt,,1,89,2019-09-16,0.81,1,0,0
l_3314819,Basement: Mountainside Private Room & Private Bath,h_16296123,Laura Allison,28803,Tuxedo Park,35.49233,-82.51495,Private room,,1,1448,2025-06-15,10.83,3,57,109
l_3369973,Nana's Place is minutes from everything!,h_12087030,Marie,28803,Tuxedo Park,35.58215,-82.5475,Entire home/apt,169,2,263,2025-02-17,2.42,1,186,1
l_3405282,The Cabin In Grove Park,h_17173574,Scott & Catherine,28801,Downtown Asheville,35.61206,-82.5441,Entire home/apt,,30,24,2024-01-31,0.2,1,0,0
l_3445336,Bungalow in Downtown Asheville,h_17363326,Michael,28801,Downtown Asheville,35.59183,-82.54626,Entire home/apt,,30,0,,,2,365,0
l_3522532,Quiet Luxurious Studio-Guest House (Monthly),h_4846203,Zachary,28806,West Asheville,35.58012,-82.60522,Entire home/apt,56,30,191,2024-10-21,1.45,2,42,2
l_3529241,"Walk to Downtown, Mid-Century Modern",h_17767321,JC & Jackson,28801,Downtown Asheville,35.6037,-82.56183,Entire home/apt,,2,374,2024-11-03,2.84,1,73,15
l_3649639,Cheerful Home In Historic Downtown Asheville,h_18450336,Michele,28801,Downtown Asheville,35.6067,-82.56471,Entire home/apt,96,2,670,2025-06-15,5.05,2,309,33
l_3868452,"Convenient Log Home: View, Hot Tub, Water Feature!",h_19697970,Daniel Ronald,28806,West Asheville,35.61334,-82.59763,Entire home/apt,219,3,245,2025-06-01,1.92,1,335,21
l_3868910,The Henhouse,h_19977236,Louisa,28801,Downtown Asheville,35.59082,-82.56643,Entire home/apt,64,2,369,2024-09-28,2.8,1,255,7
l_3986614,Cozy & Private Cottage- 2 miles N. of downtown,h_5656896,Michael,28804,South Asheville,35.622231,-82.561401,Entire home/apt,65,1,538,2025-06-01,4.38,2,314,54
l_3990524,Sweet private suite in W. Asheville,h_1676385,Pamella,28806,West Asheville,35.58179,-82.58667,Private room,50,1,289,2025-05-27,2.2,2,343,24
l_4108784,Everything Zen Asheville,h_3221035,Mark,28804,South Asheville,35.62316,-82.60733,Entire home/apt,65,1,589,2025-06-13,4.52,1,159,25
l_4124504,Forest Hill Bungalow,h_11006041,Shari,28803,Tuxedo Park,35.57522,-82.53793,Entire home/apt,99,2,300,2020-03-08,2.32,1,136,0
l_4241484,Cozy Charm Home only 5 mins to Biltmore & Parkway,h_352405,Molly Rose,28803,Tuxedo Park,35.54603,-82.51674,Entire home/apt,106,2,480,2025-06-08,3.75,4,263,40
l_4394670,Sweet Suite,h_22813406,Beth,28804,South Asheville,35.63587,-82.53143,Entire home/apt,61,2,333,2025-06-08,2.57,1,165,17
l_4448604,Private & Cozy Mini Suite - 2 miles N. of downtown,h_5656896,Michael,28804,South Asheville,35.622231,-82.561401,Entire home/apt,41,1,659,2025-05-26,5.49,2,327,53
l_4515772,Views of Downtown and Mountains,h_17363326,Michael,28801,Downtown Asheville,35.59156,-82.54536,Entire home/apt,168,30,82,2024-10-05,0.64,2,161,2
l_4587394,Urbane Retreat Cabin In town Asheville 90 DAYS,h_16339042,Lori,28805,East Asheville,35.58732,-82.49106,Entire home/apt,79,90,160,2024-04-08,1.25,1,343,0
l_4809731,Stylish house near downtown,h_12679902,Summer,28805,East Asheville,35.58733821525618,-82.53544172767758,Entire home/apt,104,30,0,,,1,358,0
l_4846733,"Chalet at Winghaven, Sunny Log Home",h_24938934,Jofre,28732,Fletcher,35.44555,-82.46796,Entire home/apt,165,2,172,2025-05-28,1.39,2,273,10
l_4895765,Beautiful Kenilworth Jewel,h_5035186,Lynn And Jake,28803,Tuxedo Park,35.57579,-82.53254,Entire home/apt,88,2,753,2025-06-08,5.97,1,309,38
l_4994407,Amazing Asheville Location VIEWS!,h_25749896,Sydney,28805,East Asheville,35.62457,-82.52246,Entire home/apt,300,3,326,2025-02-24,2.57,1,166,18
l_5114762,Stay in the  heart of  West Asheville,h_21362898,Susan,28806,West Asheville,35.58078,-82.5966,Entire home/apt,123,1,683,2025-05-31,5.42,1,7,30
l_5151226,Convenient to Everything! Private,h_4117051,Mary,28805,East Asheville,35.60858,-82.48867,Entire home/apt,237,3,169,2025-06-08,1.4,3,311,20
l_5261984,Mountain Home - Spectacular Views & Near Downtown,h_27238559,Greg,28804,South Asheville,35.60365,-82.53535,Entire home/apt,180,27,17,2016-04-17,0.14,1,314,0
l_5288006,Mtn.View in City | Private  Entrance| Sunset Suite,h_22115499,Lisa,28806,West Asheville,35.57268,-82.62834,Private room,90,2,44,2023-10-22,0.43,1,364,0
l_5333015,"Griffin's Lair  Biltmore Village, NC 28803",h_27580922,Robert,28803,Tuxedo Park,35.56461,-82.54574,Entire home/apt,193,2,118,2025-06-09,0.95,1,308,6
l_5344892,Peaceful Mountainside Living,h_5912974,Daniel,28805,East Asheville,35.62448,-82.49341,Entire home/apt,,30,193,2023-05-30,1.72,1,0,0
l_5464591,Artsy/Zen Bungalow in W. Asheville!,h_28342264,Kristin,28806,West Asheville,35.57546,-82.59551,Entire home/apt,159,1,308,2025-06-01,2.47,1,313,17
l_5480168,Bungalow by Biltmore House,h_26212530,Jason,28803,Tuxedo Park,35.56632,-82.52685,Entire home/apt,128,2,70,2025-05-25,0.56,1,189,1
l_5481195,"Asheville's Famous ""Pink House"" Studio Apartment.",h_28424329,Timothy Shuford,28804,South Asheville,35.6193,-82.55004,Entire home/apt,106,1,347,2025-06-15,2.8,1,328,52
l_5506704,West Asheville walk-out apartment,h_28561358,Amber,28806,West Asheville,35.56917,-82.60769,Entire home/apt,,7,113,2024-05-13,0.9,1,0,0
l_5696919,Hidden getaway close to downtown!,h_29536562,Jody,28805,East Asheville,35.58418,-82.53714,Entire home/apt,105,1,565,2025-05-30,4.56,3,139,33
l_5716399,Cozy and Convenient Hub*Walk to Haywood Road*,h_2392127,David And Melissa,28806,West Asheville,35.58445,-82.58051,Entire home/apt,75,2,254,2025-05-26,2.07,3,301,6
l_5772947,Hilltop House,h_29950328,Ellie,28805,East Asheville,35.64401,-82.47636,Entire home/apt,171,3,131,2025-06-05,1.11,2,251,19
l_5850649,Explore the Woods from a Quiet Apartment near Sierra Nevada,h_30377862,Daniel,28704,South Asheville,35.44968,-82.5197,Entire home/apt,75,2,401,2025-06-10,3.62,1,356,32
l_6002814,Steps to Downtown AVL Cozy 1BR in vintage building,h_13033352,Scott,28801,Downtown Asheville,35.60198,-82.55618,Entire home/apt,109,2,34,2025-06-10,1.21,1,142,6
l_6054250,The Rad Pad—Quiet Modern Nest 2 Blocks off Haywood,h_1826173,Meg,28806,West Asheville,35.57364,-82.57785,Entire home/apt,72,1,1052,2025-06-02,8.51,1,147,32
l_6056098,Mountain Beauty/City Convenience,h_31430181,Rob,28804,South Asheville,35.62655,-82.50988,Entire home/apt,103,3,157,2024-06-23,1.27,1,170,1
l_6180513,Dog-friendly Downton Annie #4,h_32054468,Jeremy,28801,Downtown Asheville,35.59437,-82.56054,Entire home/apt,138,1,150,2025-04-27,1.23,4,347,10
l_6227094,Groove Stone Getaway,h_32297877,Louis,28805,East Asheville,35.57833,-82.47761,Entire home/apt,143,9,85,2024-09-30,0.69,1,339,1
l_6234618,"West Side Loft
Cozy, Clean and Comfortable",h_32351091,Monica,28806,West Asheville,35.5834,-82.610830000000007,Entire home/apt,74,2,288,2025-05-26,2.37,1,38,8
l_6290666,Nestled Garden Oasis with Mountain Views Downtown!,h_21539203,Dorothy,28805,East Asheville,35.5929,-82.53722,Entire home/apt,93,1,831,2025-05-25,6.77,2,329,55
l_6363332,"Welcome to ""Cozy Oak Cottage""",h_32221473,Randy,28803,Tuxedo Park,35.56768,-82.52592,Entire home/apt,65,30,30,2025-04-01,0.25,2,153,2
l_6452410,Stay in historic downtown suburb,h_16023445,Tara,28801,Downtown Asheville,35.61096954345703,-82.55024719238281,Entire home/apt,73,28,189,2022-10-31,1.56,2,364,0
l_6609327,The Barn At Mountain Meadows,h_26946813,Daniel,28804,South Asheville,35.63326,-82.49841,Entire home/apt,174,2,31,2025-04-27,0.4,1,321,3
l_6698737,"Serene, spacious, cozy and clean!",h_29622653,Mary Katherine,28806,West Asheville,35.57591,-82.59421,Private room,48,2,306,2025-06-01,2.51,2,320,12
l_6711659,Hip Downtown Hideaway,h_10535408,David,28801,Downtown Asheville,35.5911,-82.54769,Entire home/apt,125,3,263,2024-09-30,2.17,1,50,9
l_6724476,Hosting volunteers and tourists - your visit helps,h_20940902,Megan,28803,Tuxedo Park,35.55572,-82.47593,Entire home/apt,106,2,323,2025-06-02,2.65,1,330,20
l_6760016,"Bright, urban chic apt convenient to Avl & Hndvl",h_35390402,Elisa,28704,South Asheville,35.44942,-82.50745,Entire home/apt,,30,164,2022-07-24,1.35,1,135,0
l_6765734,Female Dorm at Sharky's Youth Hostel,h_746673,BonPaul,28806,West Asheville,35.57895,-82.59566,Shared room,21,1,121,2025-06-01,1,8,358,7
l_6765832,"Private Room ""Hitchcock"" BPS Hostel",h_746673,BonPaul,28806,West Asheville,35.57895,-82.59566,Private room,77,1,104,2025-05-10,0.85,8,347,11
l_6813265,cozy bedroom in the heart of west asheville,h_31436003,Lee,28806,West Asheville,35.58204,-82.59371,Private room,49,1,175,2024-11-19,1.44,2,365,2
l_6829875,Private Cozy Suite - East AVL - Near BRP,h_35778919,Cara Ann,28805,East Asheville,35.58774,-82.48908,Entire home/apt,81,2,207,2025-06-15,1.71,1,237,29
l_6913630,Sparrow Cottage,h_30982884,Tena,28801,Downtown Asheville,35.60526,-82.55982,Entire home/apt,70,28,154,2025-05-17,1.28,1,201,6
l_6970329,Spacious Biltmore Getaway near downtown,h_36535942,Mary Melisa Wilson,28803,Tuxedo Park,35.56649398803711,-82.5246353149414,Entire home/apt,128,2,159,2025-06-15,1.33,1,332,17
l_7001873,Wren's Nest Studio near River Arts,h_11298793,Miriam,28806,West Asheville,35.59496,-82.5886,Entire home/apt,68,730,465,2023-12-01,3.83,1,364,0
l_7045303,Private Basement Suite in Walkable West Asheville,h_6676667,Elizabeth,28806,West Asheville,35.5775,-82.60328,Private room,89,2,117,2023-11-05,0.97,1,364,0
l_7063293,"Cozy, Mountaintop Log Cabin w/Epic Views*Hot Tub",h_14480896,Birgit,28704,South Asheville,35.48019,-82.50757,Entire home/apt,350,3,70,2025-05-29,0.92,3,222,22
l_7367841,Private-Jacuzzi tub-Peaceful-Explore!,h_38605852,Hillary,28803,Tuxedo Park,35.54087,-82.51327,Private room,,1,284,2024-06-21,2.38,1,0,1
l_7418991,"""Studio C"" Downtown Spacious with Private parking!",h_23092470,April,28801,Downtown Asheville,35.591670989990234,-82.55351257324219,Entire home/apt,115,1,1019,2025-06-12,8.46,4,302,66
l_7427374,Hickory Street Home,h_25912360,Lucy,28804,South Asheville,35.62758,-82.57445,Private room,70,2,50,2023-10-09,0.47,1,89,0
l_7438838,"Historic home, walk downtown, porch, deck, dogs ok",h_21313437,Ronald,28801,Downtown Asheville,35.60604,-82.55859,Entire home/apt,146,3,44,2024-09-02,0.37,2,76,3
l_7630648,Sunny Modern Country Apartment with Spa and Sauna,h_40029182,Matthew,28805,East Asheville,35.64308,-82.48054,Entire home/apt,93,3,344,2023-11-25,2.88,3,178,0
l_7665386,"West Asheville Strip, quick walk to everywhere",h_40234911,Sage Sara,28806,West Asheville,35.57959,-82.59503,Entire home/apt,78,3,493,2025-06-08,4.13,3,252,27
l_7674957,Lovely cottage in W.Asheville. Hot tub!,h_40300316,Larry Gene,28806,West Asheville,35.57426,-82.64398,Entire home/apt,183,2,287,2025-06-01,2.42,1,214,20
l_7859259,Studio at Green Oaks Community,h_481489,Valerie,28804,South Asheville,35.63074,-82.58481,Entire home/apt,100,28,107,2024-07-31,0.9,2,180,1
l_7887572,Charming Bungalow Apartment - Biltmore Area,h_15691039,Rahm,28803,Tuxedo Park,35.56688,-82.53192,Entire home/apt,87,2,265,2024-09-08,3.19,1,289,7
l_7947839,Romantic & Bohemian Private Studio,h_41909545,Christal,28801,Downtown Asheville,35.60133,-82.5548,Entire home/apt,103,1,863,2025-06-02,7.26,2,283,70
l_7967886,"Clean, Comfortable, Modern Apartment - 60 day min",h_31173521,Lisa,28803,Tuxedo Park,35.58063,-82.53814,Entire home/apt,65,60,21,2025-06-08,0.18,1,74,2
l_8070733,Mountain Modern ‘Home away from Home’,h_42628649,Savannah,28805,East Asheville,35.58147,-82.49864,Entire home/apt,,28,13,2025-06-02,0.32,1,0,3
l_8133377,Montford Manor-Home Away From Home / Near downtown,h_26447450,E. Patrick & Stephen,28801,Downtown Asheville,35.59785461425781,-82.55611419677734,Entire home/apt,502,2,221,2025-05-27,1.87,1,228,19
l_8193368,Cozy AVL Suite Near Everything,h_36614639,Kambra,28805,East Asheville,35.59852,-82.5026,Entire home/apt,70,2,443,2025-05-15,3.72,1,236,13
l_8211404,Cabin in Asheville HOT TUB VIEWS nr Biltmore.,h_41727732,Suzanne,28803,Tuxedo Park,35.48927,-82.51322,Entire home/apt,211,3,50,2024-12-09,0.46,2,137,7
l_8246075,1925 Bungalow in the Heart of West,h_6077075,Kimberly,28806,West Asheville,35.57479,-82.59679,Private room,90,2,59,2024-05-26,0.5,1,158,0
l_8265544,5 Star Near Downtown & Biltmore,h_43536753,Tracy Elizabeth,28806,West Asheville,35.54047,-82.6007,Entire home/apt,183,1,417,2025-06-01,3.53,1,96,13
l_8266788,5 Minutes to Downtown/ 2 Minutes to Biltmore,h_1686503,Robert,28803,Tuxedo Park,35.57536,-82.54331,Entire home/apt,298,3,58,2024-11-24,0.49,1,182,4
l_8310318,Studio apartment in tranquil setting,h_1292070,Annie,28805,East Asheville,35.59645,-82.50817,Entire home/apt,48,30,7,2023-07-15,0.06,3,152,0
l_8362668,"Private floor, stroll to W. AVL",h_23163164,David,28806,West Asheville,35.57427,-82.59962,Entire home/apt,135,1,602,2025-02-09,5.07,1,179,13
l_8443279,Walk to Downtown! Dogs Stay Free! “The Cottage”,h_18376463,Michael Joseph,28801,Downtown Asheville,35.61028728179115,-82.55307475787447,Entire home/apt,119,2,351,2025-06-15,2.99,1,300,47
l_8593492,Cabin 400 sq all for  you.,h_45217605,Gathai,28732,Fletcher,35.4411,-82.5219,Private room,,2,56,2021-02-14,0.48,2,365,0
l_8624659,Modern Downtown Loft,h_42676282,Amanda,28801,Downtown Asheville,35.59507,-82.55376,Entire home/apt,166,2,516,2025-05-24,4.4,3,320,30
l_8634354,* VERY Comfortable Montford Apt. — Walk Downtown,h_45401193,Lisa,28801,Downtown Asheville,35.597930908203125,-82.56584930419922,Entire home/apt,124,2,297,2025-04-28,2.52,1,335,10
l_8664712,Two Block Walk from Apt to Downtown,h_45522770,Francis,28801,Downtown Asheville,35.59874,-82.56017,Entire home/apt,200,2,215,2025-06-02,1.83,1,280,10
l_8741844,"Lake view, Children-Friendly Cabins",h_45860533,Rumi,28704,South Asheville,35.46271,-82.55327,Entire home/apt,204,3,8,2024-01-02,0.13,1,349,0
l_8782463,Apartment 1 mile from  Downtown Asheville,h_11246730,Damon,28801,Downtown Asheville,35.60513,-82.54339,Entire home/apt,71,1,886,2025-06-10,7.52,1,294,66
l_8867635,Bluebirds Nest—10 min to town—hot tub—cont bkfst,h_46416011,Bet,28806,West Asheville,35.63837,-82.61978,Entire home/apt,140,2,16,2024-05-27,0.18,2,177,0
l_8895397,Short walk to WAVL.,h_2661590,Kelly,28806,West Asheville,35.58176,-82.59214,Entire home/apt,180,2,148,2025-06-16,1.26,1,338,18
l_9182448,"Happy Haven w/ hottub, Gym, & hammocks in West AVL",h_47777952,Mary,28806,West Asheville,35.57555,-82.60159,Entire home/apt,114,1,59,2025-06-01,0.58,1,56,6
l_9243493,Log Cabin Near Downtown Asheville,h_48040470,Georgia,28804,South Asheville,35.6428,-82.52113,Entire home/apt,271,3,6,2024-01-01,0.05,1,290,0
l_9562953,"Walk to town, Views, Fenced for dogs, & Hot Tub",h_7835259,Lisa Anne,28801,Downtown Asheville,35.60583,-82.54233,Entire home/apt,152,7,5,2022-08-31,0.05,1,277,0
l_9906491,"Sheriff's Station - Historic House, West Asheville",h_50939862,Duncan,28806,West Asheville,35.57549,-82.56997,Private room,,2,65,2024-05-12,0.75,1,0,0
l_9944111,The Serenity Yurt,h_51104544,Simms,28805,East Asheville,35.61443,-82.48886,Entire home/apt,118,2,351,2024-09-19,3.05,4,340,15
l_10084836,Downtown Asheville Cottage,h_13713928,Andrew Graham,28801,Downtown Asheville,35.59718,-82.54964,Entire home/apt,246,3,64,2025-05-16,0.55,1,325,4
l_10089256,"Mountain Views, Private Retreat, 15 min frm dwntwn",h_6278782,Robert,28804,South Asheville,35.65418,-82.54085,Entire home/apt,106,3,313,2025-05-31,2.83,2,54,19
l_10263107,Corner Cottage,h_52768352,Andrew,28801,Downtown Asheville,35.59905,-82.56122,Entire home/apt,185,3,42,2025-05-27,0.37,1,203,9
l_10289755,Apartment with a View,h_11981228,Michael Roy,28804,South Asheville,35.63750076293945,-82.57701110839844,Entire home/apt,104,3,199,2025-05-26,1.81,1,364,7
l_10335139,"Asheville Cottages. Romantic, Luxurious and CLEAN",h_53185861,Marshall And Tracie,28806,West Asheville,35.52195,-82.61433,Entire home/apt,231,2,44,2025-05-26,0.39,1,340,1
l_10360188,Perfectly cozy location 1/2 mile to downtown.,h_1137761,Velvet,28801,Downtown Asheville,35.60158,-82.55466,Private room,109,2,337,2025-04-27,2.94,1,64,3
l_10524188,Luxury Modern Loft in Historic Central Downtown Building,h_28629826,Ricardo,28801,Downtown Asheville,35.59664,-82.55249,Entire home/apt,171,2,178,2025-05-28,1.58,2,335,20
l_10632884,Private Suite near River Arts District & Biltmore,h_54888484,William Kelly,28801,Downtown Asheville,35.57591,-82.55779,Entire home/apt,67,1,407,2025-05-19,3.72,1,82,8
l_10635789,lovely room - 3 miles from downtown,h_21702831,Elise,28803,Tuxedo Park,35.56579,-82.51033,Private room,,2,116,2020-02-16,1.04,2,0,0
l_10724022,"Walk to AVLs TOP cafes, pubs, restaurants, rafting",h_50280849,Mitch,28806,West Asheville,35.58038,-82.59148,Entire home/apt,381,2,23,2025-04-30,0.24,2,342,3
l_10785231,The Little Moose Cabin (Secluded yet Convenient),h_51104544,Simms,28805,East Asheville,35.61301,-82.48968,Entire home/apt,103,2,97,2025-04-18,0.86,4,329,7
